Nazwa firmy,Tytuł oferty,Kategoria,Poziom doświadczenia,Umiejętności,Mile widziane umiejętności,Czas pracy,Typ miejsca pracy,Typ umowy,Widełki finansowe [PLN],Wynagrodzenie brutto,Województwo,Miasto,Ulica,Otwarte dla obywateli Ukrainy,Zdalna rozmowa kwalifikacyjna,Data publikacji oferty
Link Group,Senior Java Developer,6,senior,"AIX, Agile, English, IBM, JEE, Java, Linux, Oracle SQL, Python, Windows",,full_time,hybrid,B2B,23520.0-28560.0,False,małopolskie,Kraków,,False,False,2025-02-27 10:01:48.716000+00:00
IC Project (nGroup System),Frontend Developer,1,senior,"Agile, CSS3, Clean Code, HTML5, JavaScript, Mobile Apps, React, React Native, Redux, TypeScript",,full_time,hybrid,B2B,10000.0-14000.0,False,świętokrzyskie,Kielce,Malików 150D,False,True,2025-02-27 10:01:48.716000+00:00
Team Connect,SAP Supply Chain Consultant,22,senior,"SAP APO, SAP IBP, SAP PP/DS, SAP S/4HANA, SAP SCM",,full_time,remote,B2B,28800.0-35200.0,False,mazowieckie,Warszawa,,False,True,2025-02-27 10:01:48.716000+00:00
Team Connect,SAP CPI Consultant,22,senior,"ERP, Groovy, Java, SAP CPI",,full_time,remote,B2B,30000.0-36960.0,False,mazowieckie,Warszawa,Wołodyjowskiego 58,False,True,2025-02-27 10:01:48.716000+00:00
Sperasoft,Junior Service Engineer,21,junior,"Active Directory, Confluence, Jira, PC Building, Windows",,full_time,office,B2B,6000.0-7000.0,False,mazowieckie,Warszawa,Al. Jerozolimskie 123A,False,True,2025-02-27 10:01:48.716000+00:00
ITDS,.NET Developer (Azure basics),7,senior,".NET C#, .Net, Azure, SQL Server, WCF",,full_time,hybrid,B2B,17000.0-22000.0,False,łódzkie,Łódź,Złota 59,False,True,2025-02-27 10:01:48.716000+00:00
ConnectPoint,DevOps/DataOps Engineer,12,mid,"Azure, Databricks, Infrastructure as code, Kubernetes, MS SQL Server, PostgreSQL, Power BI, Prometheus, Python, Terraform",,full_time,remote,B2B,15000.0-22000.0,False,mazowieckie,Warszawa,Zagadki 21,False,True,2025-02-27 10:01:48.716000+00:00
Affirm,Senior Software Engineer (Fraud),5,senior,"AWS, Airflow, DBT, Kotlin, Python, Snowflake",,full_time,remote,Permanent,25080.0-33420.0,True,mazowieckie,Warszawa,Koszykowa 61,True,True,2025-02-27 10:01:48.716000+00:00
Affirm,"Internal Auditor II, Technology Audit",17,mid,"Python, SQL",,full_time,remote,Permanent,13000.0-19670.0,True,mazowieckie,Warszawa,Koszykowa 61,True,True,2025-02-27 10:01:48.716000+00:00
Dataedo,QA Engineer with SQL,11,mid,"Manual Testing, QA, RDP, SQL",,full_time,remote,B2B,7000.0-10000.0,False,pomorskie,Gdańsk,Al. Grunwaldzka,False,False,2025-02-27 10:01:48.716000+00:00
Jit Team,Senior Network Infrastructure Specialist,21,senior,"Azure, Firewall, LAN, Network, VPN",,full_time,hybrid,B2B,15200.0-21000.0,False,mazowieckie,Warszawa,,False,False,2025-02-27 10:01:48.716000+00:00
Jit Team,Senior Network Infrastructure Specialist,13,senior,"Azure, Firewall, LAN, Network, VPN",,full_time,hybrid,B2B,15200.0-21000.0,False,mazowieckie,Warszawa,,False,False,2025-02-27 10:01:48.716000+00:00
7N,Senior Enterprise Architect (pharma),23,senior,"Enterprise Architect, SAP ERP Solutions, SAP S/4HANA ERP",,full_time,remote,B2B,31920.0-38640.0,False,mazowieckie,Warszawa,182,False,True,2025-02-27 10:01:48.716000+00:00
Xebia sp. z o.o.,👉 AWS Data Architect with Databricks,19,senior,"AWS, Apache Spark, Databricks, Python, SQL",,full_time,remote,B2B,26600.0-36650.0,False,dolnośląskie,Wrocław,Sucha 3,False,True,2025-02-27 10:01:48.716000+00:00
Altimetrik Poland,Mid/Senior Fullstack Developer,1,senior,"AWS, Angular, CI/CD, DynamoDB, English, MySQL, Node.js, RESTful API, TypeScript",,full_time,remote,B2B,18000.0-21000.0,False,małopolskie,Kraków,Wielicka 28,False,False,2025-02-27 10:01:48.716000+00:00
ITDS,IT Helpdesk Specialist,21,mid,"Active Directory, ITIL framework",,full_time,hybrid,B2B,9450.0-12600.0,False,mazowieckie,Warszawa,Złota 59,False,True,2025-02-27 10:01:48.716000+00:00
VlogIT,Senior Java Developer,6,senior,"AWS, Apache Kafka, Databases, Java, Maven, Spring",,full_time,remote,B2B,23000.0-26500.0,False,mazowieckie,Warszawa,Aleje Solidarności 117,True,True,2025-02-27 10:01:48.716000+00:00
Software Mansion,Senior Project Manager,15,senior,"Agile, English, Polish, Project Management",,full_time,hybrid,B2B,15000.0-20000.0,False,małopolskie,Kraków,Zabłocie 43B,False,True,2025-02-27 10:01:48.716000+00:00
Software Mansion,Software Engineer III (Level 4),10,mid,"Elixir, JavaScript, React, React Native, TypeScript",,full_time,hybrid,B2B,17000.0-25000.0,False,małopolskie,Kraków,Zabłocie 43B,False,True,2025-02-27 10:01:48.716000+00:00
Oakfusion,Go Developer,20,senior,"English, Go, MongoDB, SQL",,full_time,remote,B2B,20000.0-23500.0,False,dolnośląskie,Wrocław,Marszałka Józefa Piłsudskiego 43,False,True,2025-02-27 10:01:48.716000+00:00
Optiveum,"Senior AI Developer (Node, React)",1,senior,"AI modeling, AWS, Azure, GraphQL, JavaScript, Machine Learning, Node.js, RESTful, React, TypeScript",,full_time,remote,B2B,24000.0-29000.0,False,mazowieckie,Warszawa,centrum,True,True,2025-02-27 10:01:48.716000+00:00
S&P Global,Technical Team Leader,5,senior,".NET Core, C#, Python, Team Management",,full_time,hybrid,Permanent,23000.0-29000.0,True,pomorskie,Gdańsk,Marynarki Polskiej 163,False,True,2025-02-27 10:01:48.716000+00:00
Macrobond Financial,Network Administrator,13,mid,"Ansible, DHCP, DNS, Fortinet UTM, Linux networking, SD-WAN, TCP/IP, UTM devices, Zabbix",,full_time,hybrid,Permanent,16000.0-20000.0,True,zachodniopomorskie,Szczecin,Jacka Malczewskiego 26,False,False,2025-02-27 10:01:48.716000+00:00
Macrobond Financial,Full Stack PHP Developer,3,mid,"Backend, HTML, JavaScript, Linux, MySQL, PHP 7.x, Symfony, web security",,full_time,hybrid,Permanent,10000.0-15000.0,True,zachodniopomorskie,Szczecin,Jacka Malczewskiego 26,False,True,2025-02-27 10:01:48.716000+00:00
Synergy Codes,Frontend Developer (Angular),1,senior,"Angular, Communication, English, Git, JavaScript, Web technologies",,full_time,hybrid,B2B,16800.0-22000.0,False,dolnośląskie,Wrocław,Powstańców Śląskich 15,False,True,2025-02-27 10:01:48.716000+00:00
AVSystem,Technical Project Manager,15,senior,"API, DHCP, DNS, HTTP, Linux, Networks, TCP/IP, Virtualization",,full_time,hybrid,B2B,18000.0-25000.0,False,małopolskie,Kraków,Walerego Eljasza-Radzikowskiego 47d,False,False,2025-02-27 10:01:48.716000+00:00
AVSystem,Senior Technical Support Engineer,21,senior,"CCNA, Linux, MongoDB, Network Protocols, REST API",,full_time,remote,B2B,16000.0-20000.0,False,małopolskie,Kraków,Walerego Eljasza-Radzikowskiego 47d,False,False,2025-02-27 10:01:48.716000+00:00
Reply Polska Sp. z o. o.,Test  Architect (B2B),11,senior,"English, German, Test Automation, Test Management, Testing Tools",,full_time,remote,B2B,25600.0-32000.0,False,śląskie,Katowice,Wrocławska 54,False,True,2025-02-27 10:01:48.716000+00:00
Britenet,Java/Kotlin Developer (e-mobility),6,senior,"Cloud, Docker, English, Hibernate, Java, Kubernetes, Leadership, Microservices, Relational Databases, Spring Boot",,full_time,remote,B2B,20000.0-26000.0,False,lubelskie,Lublin,Wojciechowska 9,False,True,2025-02-27 10:01:48.716000+00:00
Reply Polska Sp. z o. o.,Senior  Java  Developer (B2B),6,senior,"Angular, Azure, Containers, Java, NoSQL, SQL",,full_time,hybrid,B2B,19000.0-30000.0,False,małopolskie,Kraków,Kraków,False,True,2025-02-27 10:01:48.716000+00:00
Tesco Technology,Software Development Engineer III (Java),6,senior,"Azure, CI/CD, Docker, Java, Kafka, Kubernetes, Microservice Architecture, SQL, Spring Boot, Testing",,full_time,hybrid,B2B,26000.0-36000.0,False,małopolskie,Kraków,Przy Rondzie 4,True,True,2025-02-27 10:01:48.716000+00:00
XTB,Team Leader - zespół Service Desk,13,mid,"Confluence, Google Workspace, Jira, Leadership, Team Management",,full_time,hybrid,B2B,13000.0-17000.0,False,mazowieckie,Warszawa,Prosta 67,False,True,2025-02-27 10:00:17.053000+00:00
OLX,Lead Business Analyst,17,senior,"Python, SQL, Tableau",,full_time,hybrid,Permanent,26000.0-30000.0,True,mazowieckie,Warszawa,Plac Konesera 9,False,True,2025-02-27 09:43:46.806000+00:00
Xebia sp. z o.o.,👉 Senior Fullstack Developer (Vue.js + Firestore) - part-time job,1,senior,"Firestore, JavaScript, Nuxt 2, Vue 2",,part_time,remote,B2B,140.0-160.0,False,dolnośląskie,Wrocław,Sucha 3,False,True,2025-02-27 09:41:23.498000+00:00
VirtusLab,TypeScript Engineer - Strapi,1,mid,"Node.js, React, Storybook, TypeScript, strapi",,full_time,remote,B2B,15000.0-22000.0,False,małopolskie,Kraków,Szlak 49,True,True,2025-02-27 09:41:03.128000+00:00
Respect Energy,DevOps Engineer,12,mid,"Ansible, CI/CD, DevOps, GitHub Actions, Kubernetes, Prometheus, SDLC, Terraform",,full_time,remote,B2B,26000.0-32000.0,False,mazowieckie,Warszawa,Bonifraterska 17,False,True,2025-02-27 09:38:44.144000+00:00
ITDS,Agile Coach,24,senior,"Agile Coach, Agile Frameworks, Agile transformations, Design Thinking, Financial Services",,full_time,hybrid,B2B,16800.0-24600.0,False,małopolskie,Kraków,Kapelanka,False,True,2025-02-27 09:25:31.775000+00:00
DNA Technology,Fullstack Engineer (Next.js + PHP),3,senior,"AWS, Angular, GraphQL, Next.js, Node.js, PHP",,full_time,remote,B2B,22050.0-31920.0,False,łódzkie,Łódź,Dr. Stefana Kopcińskiego 62,False,True,2025-02-27 09:13:53.346000+00:00
HAYS Poland,Icertis Developer (with MS Dynamics 365 CRM),13,mid,"CLM, Dnamics 365, Icertis, Power BI, Power Platform, SSIS",,full_time,remote,B2B,180.0-210.0,False,mazowieckie,Warszawa,Centrum,True,True,2025-02-27 09:00:25.988000+00:00
Research.com,Senior Data Scientist,19,senior,"Analytics, Business Intelligence, ETL, English, Python",,full_time,remote,B2B,20000.0-25000.0,False,mazowieckie,Warszawa,,False,False,2025-02-27 09:00:25.988000+00:00
Research.com,Team Tech Leader (Backend Focused Nest.js),1,c_level,"AWS, Astro, Cloudflare Pages, Express.js, JavaScript, Nest.js, Node.js, TypeScript, Vue.js, strapi",,full_time,remote,B2B,20000.0-26000.0,False,mazowieckie,Warszawa,,False,False,2025-02-27 09:00:25.988000+00:00
Research.com,JavaScript/Type Script Developer,1,mid,"Algolia, Cloudflare, Docker, JavaScript, MariaDB, Microservices, Nest.js, Node.js, TypeScript, Vue.js",,full_time,remote,Permanent,15000.0-22000.0,True,mazowieckie,Warszawa,,False,False,2025-02-27 09:00:25.988000+00:00
Infinite Services,Project Manager,15,senior,"DWH, English, Project Management, Team Management",,full_time,hybrid,B2B,14000.0-20000.0,False,mazowieckie,Warszawa,Prosta 32,False,True,2025-02-27 09:00:25.988000+00:00
RITS Professional Services,Principal Data Scientist,19,senior,"C++, CPLEX, Dataflow, GCP, Gurobi, Java, Machine Learning, Terraform",,full_time,remote,B2B,30240.0-33600.0,False,mazowieckie,Warszawa,Żelazna 51,False,True,2025-02-27 09:00:25.988000+00:00
Semantive,Senior FullStack Developer,1,senior,"AWS, Python, React, TypeScript",,full_time,remote,B2B,16800.0-25200.0,False,mazowieckie,Warszawa,Twarda 18,False,True,2025-03-01 10:01:14.149000+00:00
ITDS,Data Engineer,19,mid,"Azure, DWH, Databricks, ETL, Python, SQL",,full_time,hybrid,B2B,17000.0-21000.0,False,wielkopolskie,Poznań,centrum,True,True,2025-03-01 10:01:14.149000+00:00
Tenesys,DevOps Engineer (mid/senior) | hybrid,12,mid,"AWS, Azure, Docker, GCP, Kubernetes, Terraform",,full_time,hybrid,B2B,15000.0-25000.0,False,wielkopolskie,Poznań,Wroniecka,False,True,2025-03-01 10:01:14.149000+00:00
DCV Technologies,Senior UX Designer,14,senior,UX Design,,full_time,office,B2B,20000.0-21000.0,False,mazowieckie,Warszawa,City,False,False,2025-03-01 10:01:14.149000+00:00
Link Group,Python Developer,5,mid,"AWS, Apache Airflow, Azure, CI/CD, Docker, GCP, Kafka, Kubernetes, PySpark, Python",,full_time,remote,B2B,19320.0-22680.0,False,mazowieckie,Warszawa,,False,False,2025-03-01 10:01:14.149000+00:00
Avenga,Data Engineer,19,senior,"Azure Data Factory, Azure Databricks",,full_time,remote,B2B,150.0-180.0,False,dolnośląskie,Wrocław,Legnicka 16,False,True,2025-03-01 10:01:14.149000+00:00
Sea,Senior Platform Product Manager - SaaS Platform,15,senior,"Agile, Product Management, SaaS",,full_time,remote,B2B,20000.0-25000.0,False,wielkopolskie,Poznań,Roosevelta 22,False,False,2025-03-01 10:01:14.149000+00:00
Sigma IT Poland,Senior Data Scientist (BioPharma),19,senior,"AWS, Data Visualization, ML algorithms, NLP, NumPy, Pandas, Python, statistical tests",,full_time,remote,B2B,21800.0-24000.0,False,dolnośląskie,Wrocław,Fabryczna 6,False,True,2025-03-01 10:01:14.149000+00:00
ITDS,Full Stack .NET Developer,7,senior,".NET C#, Git, MVC, Microsoft SQL Server, RESTful, React, SQL, jQuery",,full_time,hybrid,B2B,19320.0-26040.0,False,małopolskie,Kraków,Kapelanka 42A,False,False,2025-03-01 10:01:14.149000+00:00
ITLT,Manual Tester,11,junior,"Linux, SQL, TestRail",,full_time,hybrid,B2B,11500.0-15000.0,False,mazowieckie,Warszawa,Mokotów,False,True,2025-03-01 10:01:14.149000+00:00
IVN,IT Project Manager (e-commerce),15,mid,"Analytical Thinking, Communication Skills, Confluence, E-commerce, English, Jira, Magento 2, Project Management",,full_time,remote,B2B,10000.0-14000.0,False,małopolskie,Kraków,Henryka Wieniawskiego 66,True,True,2025-03-01 10:01:14.149000+00:00
4 o'clock Interactive,Fullstack Web Developer,1,mid,"CSS, Easy Admin, Git, HTML, JavaScript, MySQL, PHP, REST API, Symfony",,full_time,remote,B2B,12000.0-15000.0,False,małopolskie,Kraków,"Ostatnia, 1c",True,True,2025-03-01 10:01:14.149000+00:00
ITLT,Salesforce Developer,24,mid,"Apex, JavaScript, RESTful, Salesforce",,full_time,remote,B2B,20000.0-25000.0,False,mazowieckie,Warszawa,Domaniewska,True,True,2025-03-01 10:01:14.149000+00:00
Future Processing,Data Solutions Consultant,19,mid,"AWS, Azure, Big Data, Data, English, GCP, SQL",,full_time,remote,B2B,24800.0-36800.0,False,śląskie,Gliwice,,False,False,2025-03-01 10:01:14.149000+00:00
CLOUDFIDE,DevOps Engineer,12,senior,"ARM, Azure DevOps, Bicep, Docker, Kubernetes, Terraform",,full_time,remote,B2B,23000.0-32000.0,False,mazowieckie,Warszawa,Jana Nowaka Jeziorańskiego,True,True,2025-03-01 10:01:14.149000+00:00
ITLT,Architekt Rozwiązań Aplikacji / Application Solutions Architect,7,senior,".Net, AngularJS, System Design",,full_time,hybrid,B2B,27560.0-30900.0,False,łódzkie,Łódź,Centrum,False,True,2025-03-01 09:00:30.212000+00:00
Upvanta sp. z o.o.,Kierownik zespołu serwerów i pamięci masowych,13,c_level,"CI/CD, Grafana, Hyper-V, Jira, KVM, Kubernetes, OpenShift, Red Hat, Team Management, VMware",,full_time,hybrid,Permanent,16000.0-20000.0,True,wielkopolskie,Poznań,,False,False,2025-03-01 09:00:30.212000+00:00
Crestt,Fullstack .NET Developer – 1 dzień z biura,7,senior,".NET C#, ASP.NET Core, Angular 4+, Entity Framework, SOLID Principles, SQL",,full_time,hybrid,B2B,20000.0-22000.0,False,pomorskie,Gdańsk,Centrum,False,True,2025-03-01 09:00:30.212000+00:00
Primaris,IT System Analyst (banking),17,mid,"BPMN, English, REST, UML",,full_time,hybrid,B2B,16800.0-21000.0,False,mazowieckie,Warszawa,Bukowińska 22B,False,True,2025-03-01 09:00:30.212000+00:00
ITLT,Agile Coach/RTE,24,senior,"Agile, RTE, SAFe",,full_time,hybrid,Permanent,25200.0-31920.0,True,mazowieckie,Warszawa,Taśmowa 7,False,False,2025-03-01 09:00:30.212000+00:00
Digiteum,"Senior Fullstack Engineer (.Net/React/AWS) - Hybrid, Tricity",7,senior,".NET Core, .Net Framework, Amazon AWS, English, Microservices, React",,full_time,hybrid,B2B,20500.0-24000.0,False,pomorskie,Gdańsk,aleja Grunwaldzka 472 c,True,True,2025-03-01 09:00:30.212000+00:00
Kayon,MID C Embedded Developer,9,mid,"Embedded C, Embedded Systems, Git, Golang, Hardware, IoT, Linux, PoC, Python",,full_time,office,B2B,8500.0-12000.0,False,pomorskie,Gdynia,Aleja Zwycięstwa 96,False,False,2025-03-01 09:00:30.212000+00:00
ITDS,Gateway Engineer,12,senior,"AWS, Ansible, Docker, Gateway, Kubernetes, Network, Terraform",,full_time,hybrid,B2B,21000.0-26000.0,False,małopolskie,Kraków,centrum,False,True,2025-03-01 09:00:30.212000+00:00
Baloise Solution Hub,Business Analyst with German,17,mid,"Business Analysis, English, German, Guidewire, Insurance",,full_time,remote,B2B,20000.0-28000.0,False,mazowieckie,Warszawa,Prosta 20,False,True,2025-03-01 09:00:30.212000+00:00
Ligo Headhunters,Senior .NET Developer,7,senior,".NET C#, Angielski, Azure Database, Oracle, PL/SQL, PL/pgSQL, PostgreSQL",,full_time,hybrid,Permanent,17000.0-25000.0,True,dolnośląskie,Wrocław,Słonimska 6,False,True,2025-03-01 09:00:30.212000+00:00
Antal Sp. z o.o.,Sr C++ Developer,9,senior,Software Development,,full_time,hybrid,B2B,16000.0-25000.0,False,pomorskie,Gdańsk,puławska,False,False,2025-03-01 09:00:30.212000+00:00
Spyrosoft,Java OSGi Engineer,6,senior,"Java, MODBUS, OSGI, Python, Rust",,full_time,remote,B2B,20500.0-25000.0,False,małopolskie,Kraków,Zabłocie 43A,False,True,2025-03-01 09:00:30.212000+00:00
Xebia sp. z o.o.,👉 UX Designer,14,senior,English,,full_time,remote,B2B,14000.0-23000.0,False,dolnośląskie,Wrocław,Sucha 3,False,True,2025-03-01 09:00:30.212000+00:00
emagine Polska,Senior Fullstack Developer Java + React,6,senior,"AI, Google Cloud Platform, Java, Machine Learning, PostgreSQL, REST API, ReactJS, SQL, Visual Paradigm, aws cloud",,full_time,hybrid,B2B,23520.0-26880.0,False,mazowieckie,Warszawa,,False,False,2025-03-01 09:00:30.212000+00:00
Link Group,Procurement Implementation Consultant,22,mid,"English, Jaggaer",,full_time,remote,B2B,25200.0-28560.0,False,mazowieckie,Warszawa,,False,False,2025-03-01 09:00:30.212000+00:00
Experis Manpower Group,Learning System UX/Accessibility QA Specialist,11,mid,"ARIA, Axe, Content Management Systems, JAWS, Learning Management Systems, Sketch/Figma/Adobe XD, UX, WAVE, WCAG, browserstack",,full_time,remote,B2B,21240.0-25200.0,False,małopolskie,Kraków,Kraków,False,True,2025-03-01 09:00:30.212000+00:00
Angry Nerds,Mid Android Developer,10,mid,"Android SDK, Coroutines, Dagger2/Hilt, Jetpack Compose, Kotlin, Kotlin Flow, Live Data, MVVM, Navigation Component, Retrofit",,full_time,remote,B2B,11700.0-16800.0,False,dolnośląskie,Wrocław,Robotnicza 42,False,True,2025-03-01 09:00:30.212000+00:00
B2Bnetwork,Network Engineer,18,senior,"Firewall, Network Protocols",,full_time,hybrid,B2B,20000.0-28000.0,False,mazowieckie,Warszawa,warszawa,False,True,2025-03-01 09:00:30.212000+00:00
Detable,Analityk Systemowo- Biznesowy,13,senior,"BPMN, Enterprise Architect, Jira, REST API, SQL, UML",,full_time,remote,B2B,20160.0-23520.0,False,mazowieckie,Warszawa,al. Jana Pawła II 27,False,False,2025-03-01 09:00:30.212000+00:00
Detable,Analityk Systemowo- Biznesowy,17,senior,"BPMN, Enterprise Architect, Jira, REST API, SQL, UML",,full_time,remote,B2B,20160.0-23520.0,False,mazowieckie,Warszawa,al. Jana Pawła II 27,False,False,2025-03-01 09:00:30.212000+00:00
Limango Polska,"PHP, Golang backend Developer - Remote",3,senior,"AWS, Golang, Kubernetes, PHP, Symphony",,full_time,remote,B2B,19000.0-23000.0,False,dolnośląskie,Wrocław,Świętego Antoniego 2/4,False,True,2025-03-01 09:00:30.212000+00:00
Limango Polska,"PHP, Golang backend Developer - Remote",20,senior,"AWS, Golang, Kubernetes, PHP, Symphony",,full_time,remote,B2B,19000.0-23000.0,False,dolnośląskie,Wrocław,Świętego Antoniego 2/4,False,True,2025-03-01 09:00:30.212000+00:00
The Codest,Appian Developer,24,senior,"Appian, Low code, SQL, UX/UI",,full_time,remote,B2B,22000.0-28000.0,False,mazowieckie,Warszawa,Konstruktorska 11,False,True,2025-03-01 09:00:30.212000+00:00
Centrum Respo,IT Support (part time),21,mid,"Asana, Jira, Microsoft 365, ServiceNow",,part_time,hybrid,B2B,3250.0-3750.0,False,mazowieckie,Warszawa,,False,True,2025-03-01 09:00:30.212000+00:00
Holisticon Connect,AWS Python Backend Engineer,5,mid,"AWS, Active Directory, Django, Docker, NumPy, Pandas, Powershell, Python",,full_time,remote,B2B,18480.0-21840.0,False,dolnośląskie,Wrocław,Fabryczna 6,False,False,2025-03-01 09:00:30.212000+00:00
